item_id,order_id,product_id,quantity,unit_price,discount_percent
433,223,122,2,28820.87,0
434,223,103,-1,8195.15,0
435,223,130,5,3366.13,5
436,224,115,5,12289.45,10
437,225,48,5,17805.29,30
438,226,11,2,18010.27,0
439,226,60,4,14806.2,0
440,227,135,5,36218.55,10
441,227,69,2,29404.26,5
442,228,123,2,12809.49,25
443,228,55,4,4477.88,0
444,229,139,1,29622.85,0
445,230,131,4,2954.46,0
446,230,38,5,17419.62,20
447,230,18,3,5820.83,10
448,231,11,3,23960.81,0
449,232,50,4,19776.44,5
450,232,96,2,16243.52,30
451,232,101,4,5900.33,0
452,233,128,4,29692.39,20
453,233,20,1,31704.48,0
454,234,11,4,19264.25,15
455,234,95,3,3253.31,15
456,234,72,3,41452.04,25
457,235,36,4,20207.72,25
458,236,88,5,5815.95,0
459,236,137,3,30755.81,10
460,237,59,2,10034.28,15
461,237,81,3,29515.37,15
462,237,83,5,30621.3,10
463,238,68,5,34976.5,5
464,239,36,2,23565.86,15
465,239,76,5,15885.41,5
466,240,119,5,12725.91,0
467,241,64,2,14050.97,15
468,242,47,4,2172.44,20
469,243,118,-5,16429.76,10
470,244,19,1,33907.79,30
471,244,65,4,24706.44,5
472,245,127,5,27886.3,10
473,245,117,5,2204.44,5
474,246,69,1,38724.16,25
475,247,100,3,5354.4,0
476,248,32,3,27858.24,0
477,249,28,3,21457.49,0
478,249,138,4,27141.53,0
479,250,3,3,30779.35,10
480,250,29,3,17107.61,5
481,251,69,2,27041.7,30
482,251,91,5,18677.77,5
483,252,44,5,33380.09,0
484,252,99,1,15068.87,10
485,252,53,4,3623.8,5
486,253,118,2,20915.27,10
487,253,43,1,28160.41,10
488,254,112,5,42000.12,20
489,255,21,4,6438.9,25
490,256,39,5,28299.51,0
491,256,99,5,16316.73,5
492,257,135,1,35722.67,20
493,257,88,4,5792.03,15
494,257,83,2,30963.86,20
495,258,44,4,27654.74,15
496,259,75,2,22974.33,25
497,260,7,1,18604.92,0
498,260,63,4,173.58,15
499,261,115,4,10661.28,10
500,262,90,3,7646.26,10
501,262,59,4,8281.51,5
502,262,69,5,33986.16,30
503,263,98,2,13960.17,0
504,263,94,-1,26618.6,30
505,263,13,1,9178.42,30
506,264,66,4,28554.02,0
507,265,48,4,16975.95,30
508,265,59,1,8598.26,0
509,266,14,5,12944.14,0
510,267,109,2,13723.3,5
511,267,43,5,39430.95,0
512,268,26,5,21669.08,25
513,268,69,5,35617.04,0
514,268,46,2,2596.99,0
515,269,44,5,36136.79,30
516,269,70,5,19820.09,20
517,270,35,1,3219.49,0
518,270,43,2,41800.83,15
519,271,63,4,144.18,0
520,272,64,2,14300.28,0
521,273,1,5,1425.79,20
522,273,74,5,26061.69,20
523,273,118,5,17404.51,30
524,274,91,3,20529.05,20
525,274,104,2,19451.35,25
526,275,19,3,23360.47,20
527,275,95,4,2678.48,15
528,276,7,4,16481.49,0
529,276,81,2,33183.06,0
530,277,36,3,20776.5,0
531,278,5,-4,17521.46,20
532,278,59,-4,10665.38,15
533,279,107,2,7861.94,0
534,279,14,3,11445.72,15
535,279,63,4,198.63,20
536,280,20,5,28062.82,30
537,281,123,3,11058.66,10
538,281,18,5,4161.43,0
539,282,38,1,16158.17,5
540,282,70,5,15924.83,25
541,283,118,3,18612.26,10
542,284,95,5,2363.02,25
543,284,14,4,11762.79,30
544,284,133,1,8361.37,30
545,285,18,4,4514.54,25
546,285,40,3,15871.15,5
547,286,24,5,23273.44,20
548,287,4,2,7401.45,5
549,287,35,4,3694.73,0
550,288,110,2,2931.54,0
551,288,66,2,39119.83,10
552,289,57,2,34215.48,25
553,289,120,1,4489.89,25
554,290,88,5,6087.91,15
555,291,67,5,17903.57,30
556,291,85,3,15048.24,5
557,291,84,2,18924.72,20
558,292,124,3,32744.44,30
559,293,104,1,23294.29,10
560,294,66,2,39445.91,5
561,294,28,4,30256.48,0
562,294,38,5,20492.08,20
563,294,58,4,1113.05,15
564,295,124,-3,42079.99,0
565,295,17,4,11459.96,20
566,296,40,1,17445.96,15
567,296,107,-1,6125.08,25
568,296,122,4,29049.42,20
569,297,61,3,5511.94,0
570,298,87,2,31802.15,20
571,299,22,2,16098.69,25
572,299,3,1,30303.42,0
573,300,14,1,11964.65,0
574,301,94,2,29715.36,15
575,301,92,1,23336.48,0
576,301,23,1,10669.95,5
577,301,11,2,25054.83,25
578,302,28,1,29426.39,10
579,302,69,2,25820.35,10
580,302,75,2,25797.32,30
581,302,135,1,35681.46,5
582,303,87,4,34654.13,15
583,303,42,5,8182.64,20
584,304,108,3,32099.35,5
585,304,61,2,6109.16,0
586,305,31,1,13520.89,0
587,305,38,2,22445.98,10
588,306,86,5,8697.28,25
589,306,82,4,9681.67,30
590,307,54,1,25731.23,20
591,307,122,2,22772.77,0
592,308,9,3,4512.54,25
593,309,83,4,23819.2,15
594,310,109,5,20260.35,0
595,310,81,1,39709.54,0
596,311,125,1,24269.42,5
597,311,86,5,10276.39,10
598,311,38,2,22428.1,20
599,312,10,3,13038.26,15
600,312,3,3,19861.14,25
601,313,52,2,24949.02,30
602,313,55,3,5193.0,30
603,314,51,4,16171.0,0
604,315,75,-5,29575.19,25
605,316,12,3,2246.77,0
606,316,73,4,1092.18,20
607,317,60,3,17210.29,0
608,317,81,2,36688.26,10
609,317,58,4,1034.77,30
610,317,116,2,5583.48,25
611,318,62,4,25749.01,0
612,319,71,1,27312.14,10
613,319,138,5,33444.21,25
614,319,140,5,23600.36,30
615,319,107,3,7515.87,5
616,320,100,5,7073.19,0
617,321,110,1,3475.19,5
618,322,123,1,9997.51,10
619,322,6,2,27786.77,10
620,323,53,2,4077.05,10
621,324,80,1,2869.21,0
622,324,139,1,42111.3,0
623,324,18,3,5880.04,0
624,325,129,4,29980.6,25
625,325,137,5,26256.98,0
626,326,92,1,27392.84,20
627,327,65,5,35872.9,0
628,327,5,1,16736.19,15
629,328,42,5,10188.53,30
630,329,90,4,7307.04,20
631,329,8,1,32913.43,20
632,329,88,2,4721.69,25
633,330,18,3,5186.28,5
634,330,59,1,7758.5,5
635,330,127,1,27736.43,0
636,330,118,3,18822.0,20
637,330,100,1,7764.54,25
638,331,134,4,120.59,30
639,331,30,3,24751.55,0
640,331,35,3,2898.69,30
641,332,109,1,14013.15,10
642,332,76,2,16863.68,20
643,332,10,2,10774.48,20
644,333,94,3,24290.37,0
645,333,20,3,28522.59,0
646,333,128,2,33848.33,0
647,333,79,3,19516.11,10
648,334,86,3,11508.29,0
649,335,21,2,4717.78,10
650,336,139,1,39914.98,30
651,337,140,1,24772.58,20
652,337,77,1,3740.58,10
653,337,26,1,21815.05,0
654,337,104,5,15178.74,25
655,338,11,4,24232.08,20
656,339,64,1,12483.65,0
657,340,27,4,4342.14,0
658,340,5,2,21723.37,30
659,341,134,5,136.59,5
660,341,70,4,17236.45,0
661,342,111,2,33373.52,10
662,342,55,3,4301.97,20
663,342,100,5,5831.3,5
664,343,108,3,31863.2,25
665,344,1,1,1207.43,5
666,345,48,2,15514.4,0
667,345,31,2,13520.49,0
668,346,19,4,23576.46,5
669,347,1,1,1443.07,0
670,347,54,4,22628.5,5
671,348,115,2,14302.74,0
672,348,37,3,10750.19,20
673,349,71,4,29252.84,0
674,350,53,2,5050.12,5
675,350,100,4,6401.84,10
676,350,91,4,16280.0,0
677,351,16,4,14867.6,5
678,352,106,3,15074.66,10
679,352,29,2,17079.21,0
680,353,17,5,11715.5,10
681,354,58,2,1249.93,10
682,354,116,4,8430.99,10
683,355,35,2,3472.86,20
684,355,5,2,23877.7,30
685,356,131,1,2636.43,15
686,356,38,5,18230.98,0
687,357,80,1,1910.2,0
688,357,104,-2,22837.84,10
689,358,63,4,203.67,0
690,358,136,2,15626.76,15
691,358,47,5,2217.75,15
692,359,28,4,22857.47,10
693,359,79,5,20408.59,20
694,360,92,4,28923.69,5
695,360,25,2,10442.72,15
696,361,137,3,29012.16,20
697,362,5,5,23092.96,5
698,362,20,4,35851.17,5
699,362,27,4,4765.81,0
700,363,113,2,34483.19,0
701,363,35,3,2561.63,20
702,363,57,1,35059.98,25
703,363,55,2,4205.5,5
704,364,31,2,8859.69,10
705,364,24,5,20929.45,0
706,364,65,4,36049.79,5
707,364,138,4,36526.03,0
708,365,72,3,42704.09,25
709,365,1,5,1368.66,0
710,365,110,1,4555.07,0
711,366,71,2,31167.4,5
712,366,50,1,20825.37,5
713,367,76,1,16629.41,5
714,367,118,5,14819.31,0
715,368,53,3,4585.47,10
716,369,17,4,11313.29,0
717,369,41,3,22994.41,0
718,370,108,1,24436.22,0
719,371,28,2,27931.73,0
720,371,112,3,39649.53,30
721,372,136,4,11036.87,30
722,372,85,5,11597.34,25
723,373,114,3,25025.2,5
724,374,6,4,23642.57,30
725,374,51,4,17174.38,0
726,375,14,5,14519.21,0
727,375,59,5,9661.77,0
728,376,14,5,10408.4,5
729,377,13,5,10511.27,0
730,377,131,2,2987.62,0
731,378,87,5,30990.5,10
732,379,46,4,2548.33,5
733,379,12,2,3233.61,5
734,380,23,5,9899.94,20
735,380,133,5,6349.05,15
736,380,38,4,17418.74,10
737,381,9,1,5501.94,0
738,381,3,1,23445.17,0
739,381,7,1,20579.0,25
740,382,26,5,27659.37,0
741,382,113,5,28923.69,0
742,383,30,3,26599.76,0
743,383,130,5,4443.38,30
744,383,75,4,21987.85,30
745,384,20,2,35277.25,10
746,384,39,5,26850.36,0
747,385,130,4,3848.88,0
748,386,13,2,9757.88,15
749,386,1,1,1182.96,30
750,386,67,3,21386.35,20
751,387,106,2,20260.24,30
752,388,59,3,10443.81,15
753,388,83,3,32443.03,20
754,389,11,1,20447.3,5
755,389,121,4,33175.91,30
756,390,118,5,16536.23,0
757,391,135,2,28879.49,10
758,391,48,1,22005.84,20
759,392,65,-5,26392.99,30
760,393,67,4,24645.73,5
761,393,46,5,2213.79,5
762,393,122,5,26032.61,20
763,394,69,2,27086.16,0
764,395,76,5,16012.08,10
765,395,44,4,28920.46,0
766,396,63,3,184.75,30
767,396,108,4,26137.04,10
768,396,34,3,4605.18,0
769,397,100,3,7698.08,15
770,397,41,3,33586.35,0
771,398,48,4,20867.93,15
772,399,76,2,18664.96,0
773,400,22,3,15198.27,10
774,400,121,-3,31929.05,30
775,400,97,5,36207.56,0
776,401,95,5,3079.85,30
777,401,62,2,37786.64,10
778,402,85,2,13058.66,0
779,403,75,1,29536.02,10
780,404,62,2,39037.7,5
781,405,50,1,18013.99,5
782,405,135,2,40556.25,0
783,405,66,1,36923.72,25
784,405,81,5,33648.31,0
785,406,140,1,28278.92,5
786,407,51,-2,12126.54,15
787,407,127,2,21434.22,20
788,408,9,1,5617.42,30
789,408,20,4,34380.1,15
790,409,129,5,32735.46,30
791,409,105,1,22628.29,0
792,410,54,1,28407.32,15
793,410,7,4,15755.47,0
794,411,4,4,7115.47,25
795,411,63,3,185.27,0
796,412,107,1,7818.42,5
797,413,89,2,2194.08,0
798,414,80,5,2511.06,10
799,414,19,1,28611.88,5
800,414,32,2,23858.83,25
801,415,36,2,18610.58,0
802,415,105,2,30204.06,30
803,416,38,2,20000.72,15
804,416,19,3,27112.65,0
805,417,76,5,15770.49,0
806,417,34,3,5969.05,15
807,418,61,4,6019.83,0
808,418,127,-5,29191.27,0
809,419,5,2,22910.16,0
810,419,11,5,24940.95,15
811,420,100,4,7523.44,0
812,421,99,1,13453.72,5
813,421,40,1,22581.0,5
814,421,117,3,2515.8,15
815,422,14,4,12166.88,0
816,423,125,4,23161.18,0
817,424,54,3,24841.04,0
818,424,135,1,31676.27,30
819,425,115,3,11509.99,30
820,425,50,5,15864.37,0
821,425,88,2,4883.14,15
822,426,32,1,26832.86,25
823,426,14,1,12682.78,0
824,427,17,3,10826.88,0
825,428,5,3,20380.66,0
826,428,116,4,7791.46,20
827,429,97,5,32506.25,25
828,429,76,1,18185.64,10
829,430,38,5,22993.27,20
830,431,38,3,21027.97,10
831,432,6,5,30419.02,5
832,433,28,2,28798.12,20
833,433,48,4,19034.41,0
834,433,58,4,1216.26,0
835,433,76,5,15338.65,20
836,434,31,4,12375.52,0
837,435,56,3,13181.62,5
838,436,134,5,106.0,15
839,437,134,2,129.27,30
840,438,5,3,22504.52,15
841,439,31,1,11327.35,0
842,439,37,4,12112.48,15
843,439,112,5,39056.4,20
844,439,88,3,4541.22,30
845,440,98,5,16125.1,20
846,441,56,1,13182.38,20
847,442,26,2,29020.64,30
848,443,31,3,12764.01,10
849,444,103,2,10770.22,10
850,444,139,5,31568.32,0
851,444,39,1,29218.55,0
852,445,2,5,3179.95,20
853,446,100,1,5346.85,20
854,446,17,5,10385.87,0
855,447,86,1,7868.73,0
856,448,97,5,24608.65,10
857,449,19,4,26982.78,0
858,449,83,5,24608.06,25
859,449,14,4,12796.51,0
860,450,95,3,2546.34,25
861,450,57,4,28092.29,10
862,451,115,4,14524.44,20
863,451,36,2,22694.82,15
864,452,5,4,21611.82,25
865,452,24,4,29101.75,0
866,453,18,3,3853.47,30
867,454,137,3,23549.35,5
868,455,23,3,9521.82,0
869,455,34,2,5258.31,20
870,456,28,1,25268.2,5
871,456,120,2,5942.0,0
872,456,140,5,23004.81,20
873,457,61,2,6126.8,30
874,457,132,5,4040.0,20
875,457,82,1,8706.47,25
876,458,20,3,27663.57,0
877,458,140,2,31351.22,15
878,458,76,1,13066.62,20
879,459,25,3,10243.46,0
880,459,111,2,28571.42,10
881,460,27,4,5031.94,0
882,460,102,4,20390.62,25
883,461,48,1,14548.17,0
884,462,24,4,28790.19,30
885,463,50,5,22474.84,20
886,463,67,2,21781.52,15
887,464,126,5,6348.38,20
888,465,139,1,40479.48,0
889,465,63,-5,181.73,15
890,466,105,1,26795.68,25
891,467,140,4,29163.22,0
892,467,110,4,3722.91,0
893,468,104,2,22850.99,30
894,468,128,2,32954.58,0
895,469,139,1,37553.83,0
896,469,37,2,10230.71,15
897,470,84,1,20222.56,15
898,470,41,1,32452.31,30
899,471,68,5,38604.06,0
900,471,104,1,23547.68,0
901,471,39,3,26246.3,25
902,471,19,5,33763.74,30
903,472,137,2,28201.83,30
904,472,69,3,35933.63,0
905,473,10,-1,14299.91,5
906,473,85,5,12868.57,10
907,474,130,-2,3557.75,15
908,474,75,5,24393.86,0
909,475,116,5,7024.23,0
910,476,113,1,34258.59,0
911,477,115,4,11272.31,0
912,477,100,-1,7663.39,25
913,478,71,5,22041.24,25
914,478,98,4,17868.13,25
915,478,20,4,31436.39,20
916,479,40,2,17332.56,5
917,480,127,5,24741.52,30
918,480,10,1,11394.31,0
919,481,95,1,3077.48,0
920,482,93,4,27302.25,15
921,483,8,1,24746.02,30
922,484,46,3,2956.53,10
923,485,101,5,5284.78,0
924,485,118,3,20205.67,10
925,486,48,5,21341.8,20
926,486,64,2,15642.58,5
927,486,35,5,3926.31,0
928,486,137,3,27880.47,10
