order_id,customer_id,order_date,status,region_code
167,217,2024-10-03 00:52:28,RETURNED,CENTRAL
168,146,2023-09-08 00:48:48,SHIPPED,CENTRAL
169,259,2023-10-29 21:00:23,PLACED,CENTRAL
170,56,2025-05-02 14:39:09,DELIVERED,CENTRAL
171,75,2024-03-27 12:19:00,DELIVERED,EAST
172,101,2023-11-03 16:15:40,DELIVERED,WEST
173,339,2024-07-08 19:04:59,PLACED,SOUTH
174,103,2024-03-18 22:40:59,DELIVERED,SOUTH
175,,2024-05-08 15:55:06,DELIVERED,EAST
176,314,2025-12-13 05:59:34,DELIVERED,CENTRAL
177,581,2024-07-20 05:18:00,CANCELLED,WEST
178,173,2023-01-08 12:08:44,DELIVERED,SOUTH
179,447,2024-03-05 19:22:18,CANCELLED,SOUTH
180,340,2025-01-15 13:58:51,DELIVERED,EAST
181,313,2025-01-26 11:36:32,DELIVERED,SOUTH
182,84,2024-03-11 22:07:13,CANCELLED,SOUTH
183,,2025-04-16 17:08:09,SHIPPED,NORTH
184,78,2023-01-29 22:35:15,CANCELLED,NORTH
185,596,2025-06-18 06:59:08,DELIVERED,CENTRAL
186,218,2023-02-26 22:38:46,DELIVERED,CENTRAL
187,553,2025-01-03 09:18:39,DELIVERED,SOUTH
188,375,2024-09-01 17:23:56,SHIPPED,CENTRAL
189,298,2023-07-27 23:27:18,DELIVERED,CENTRAL
190,93,2024-09-08 09:13:22,DELIVERED,NORTH
191,245,2025-08-11 20:55:13,DELIVERED,CENTRAL
192,144,2024-11-24 04:18:14,SHIPPED,CENTRAL
193,580,2025-10-21 08:42:35,CANCELLED,SOUTH
194,496,2024-07-11 08:52:02,PLACED,WEST
195,238,2023-04-08 15:38:02,SHIPPED,SOUTH
196,44,2025-11-04 14:40:40,SHIPPED,EAST
197,398,2024-12-30 14:43:27,RETURNED,NORTH
198,41,2025-10-04 10:45:18,DELIVERED,CENTRAL
199,281,2024-02-14 01:08:04,DELIVERED,CENTRAL
200,179,2024-08-08 02:53:11,DELIVERED,EAST
201,80,2025-03-13 14:35:20,SHIPPED,SOUTH
202,529,2024-09-22 00:00:00,DELIVERED,EAST
203,499,2025-01-18 22:22:00,CANCELLED,NORTH
204,,2025-02-18 00:00:00,CANCELLED,WEST
205,170,2023-12-24 06:40:38,PLACED,EAST
206,217,2023-08-22 09:22:06,SHIPPED,EAST
207,122,2025-10-23 23:57:14,SHIPPED,EAST
208,117,2025-01-18 00:00:00,DELIVERED,WEST
209,216,2025-07-06 18:16:52,SHIPPED,WEST
210,23,2024-01-14 12:41:15,PLACED,CENTRAL
211,165,2023-07-29 06:52:35,DELIVERED,NORTH
212,587,2023-08-17 03:31:40,PLACED,EAST
213,185,2025-03-13 13:45:39,RETURNED,CENTRAL
214,578,2025-09-17 12:17:51,PLACED,EAST
215,88,2023-12-03 11:11:16,DELIVERED,WEST
216,494,2023-09-22 23:11:26,SHIPPED,WEST
217,147,2025-06-24 02:37:20,CANCELLED,SOUTH
218,524,2024-02-15 22:02:47,SHIPPED,EAST
219,465,2025-07-15 16:22:32,DELIVERED,SOUTH
220,,2024-08-10 12:44:28,DELIVERED,NORTH
221,17,2023-11-11 08:06:02,DELIVERED,CENTRAL
222,430,2023-08-21 08:02:43,DELIVERED,SOUTH
223,488,2025-08-12 23:28:22,DELIVERED,CENTRAL
224,,2025-02-20 21:28:22,DELIVERED,NORTH
225,494,2025-10-21 07:56:18,PLACED,CENTRAL
226,553,2023-01-02 20:44:48,CANCELLED,WEST
227,535,2024-10-15 12:14:13,DELIVERED,NORTH
228,543,2024-10-28 08:38:55,SHIPPED,WEST
229,391,2024-06-28 12:15:04,DELIVERED,CENTRAL
230,101,2024-10-22 23:23:40,PLACED,WEST
231,239,2023-05-11 00:00:00,SHIPPED,CENTRAL
232,419,2024-02-05 11:39:58,SHIPPED,NORTH
233,592,2025-03-22 17:43:36,PLACED,NORTH
234,385,2025-10-13 19:14:53,SHIPPED,EAST
235,419,2024-07-16 18:23:48,PLACED,WEST
236,600,2024-01-30 00:06:48,SHIPPED,CENTRAL
237,434,2025-05-27 00:00:00,DELIVERED,EAST
238,407,2023-11-13 10:15:00,DELIVERED,CENTRAL
239,495,2023-10-05 15:08:58,DELIVERED,CENTRAL
240,496,2024-01-30 05:30:58,RETURNED,CENTRAL
241,353,2024-09-10 11:21:10,DELIVERED,NORTH
242,236,2024-11-24 18:15:49,DELIVERED,SOUTH
243,103,2023-11-30 03:34:44,DELIVERED,EAST
244,564,2025-08-11 20:31:29,DELIVERED,NORTH
245,165,2024-08-27 10:50:11,RETURNED,NORTH
246,94,2023-08-14 18:14:12,DELIVERED,CENTRAL
247,446,2023-05-17 22:07:23,PLACED,SOUTH
248,380,2023-05-05 08:05:51,DELIVERED,WEST
249,411,2025-08-11 18:17:46,DELIVERED,EAST
250,,2025-07-17 03:23:30,PLACED,SOUTH
251,507,2024-11-12 22:03:51,PLACED,CENTRAL
252,293,2023-10-30 12:40:32,PLACED,CENTRAL
253,,2025-03-04 02:36:12,DELIVERED,SOUTH
254,174,2025-11-13 01:27:01,PLACED,SOUTH
255,1,2023-09-02 13:57:58,PLACED,EAST
256,410,2024-07-02 13:33:12,DELIVERED,WEST
257,206,2025-03-15 06:50:49,PLACED,NORTH
258,93,2025-05-03 18:17:57,SHIPPED,CENTRAL
259,597,2024-06-24 17:55:53,DELIVERED,EAST
260,232,2025-07-30 22:51:58,RETURNED,WEST
261,414,2025-06-12 02:04:34,PLACED,SOUTH
262,417,2025-02-25 00:00:00,PLACED,NORTH
263,516,2024-04-02 02:30:11,DELIVERED,NORTH
264,526,2024-02-05 07:30:20,CANCELLED,CENTRAL
265,257,2025-12-14 09:20:54,DELIVERED,WEST
266,577,2025-01-21 07:01:45,DELIVERED,EAST
267,470,2025-11-24 19:41:28,DELIVERED,CENTRAL
268,29,2025-01-18 17:09:00,PLACED,NORTH
269,392,2025-09-11 00:00:00,DELIVERED,SOUTH
270,236,2024-05-05 11:17:36,DELIVERED,EAST
271,529,2025-04-12 02:33:02,PLACED,EAST
272,255,2024-03-22 06:55:55,PLACED,EAST
273,78,2025-05-11 11:10:42,RETURNED,WEST
274,322,2024-07-03 04:50:57,SHIPPED,CENTRAL
275,,2024-02-22 23:52:20,SHIPPED,SOUTH
276,511,2023-11-07 04:06:29,SHIPPED,SOUTH
277,272,2023-11-18 05:15:58,SHIPPED,SOUTH
278,365,2023-08-31 07:56:10,DELIVERED,NORTH
279,81,2025-11-15 20:06:07,RETURNED,WEST
280,7,2025-04-21 03:36:43,RETURNED,WEST
281,381,2025-08-22 04:09:38,DELIVERED,CENTRAL
282,282,2025-02-01 10:32:59,SHIPPED,CENTRAL
283,287,2024-09-10 02:01:22,SHIPPED,CENTRAL
284,132,2023-03-26 02:47:24,DELIVERED,WEST
285,490,2025-04-20 01:17:25,PLACED,EAST
286,404,2025-12-02 04:33:33,DELIVERED,WEST
287,124,2025-12-20 16:26:39,DELIVERED,EAST
288,9,2023-01-19 08:40:50,DELIVERED,WEST
289,595,2023-06-06 12:09:04,DELIVERED,CENTRAL
290,266,2023-10-18 17:32:55,DELIVERED,SOUTH
291,276,2025-01-02 05:01:43,RETURNED,EAST
292,375,2023-10-13 16:47:55,DELIVERED,SOUTH
293,430,2025-12-24 12:27:36,DELIVERED,EAST
294,411,2024-03-10 09:20:40,DELIVERED,CENTRAL
295,135,2025-06-13 14:50:13,DELIVERED,NORTH
296,277,2024-01-02 07:27:14,DELIVERED,WEST
297,201,2023-08-15 13:26:54,CANCELLED,SOUTH
298,485,2023-01-16 03:13:08,SHIPPED,WEST
299,138,2025-09-06 16:24:36,DELIVERED,EAST
300,499,2024-04-11 02:05:06,SHIPPED,CENTRAL
301,49,2024-09-10 21:29:58,PLACED,SOUTH
302,62,2023-12-01 17:12:14,CANCELLED,WEST
303,99,2024-11-29 19:48:11,DELIVERED,EAST
304,370,2024-07-13 17:12:10,DELIVERED,EAST
305,353,2023-01-31 19:30:53,DELIVERED,EAST
306,204,2025-06-15 02:40:00,DELIVERED,CENTRAL
307,179,2024-03-18 02:58:57,DELIVERED,CENTRAL
308,500,2024-11-25 06:45:44,CANCELLED,WEST
309,294,2024-12-21 09:55:50,DELIVERED,SOUTH
310,172,2025-09-22 02:34:39,CANCELLED,EAST
311,432,2025-09-07 15:34:42,DELIVERED,WEST
312,74,2023-05-03 21:30:23,SHIPPED,SOUTH
313,322,2024-05-07 06:04:37,DELIVERED,EAST
314,405,2024-02-26 08:51:43,CANCELLED,EAST
315,534,2024-11-30 11:58:40,DELIVERED,SOUTH
316,24,2023-07-14 05:49:32,DELIVERED,EAST
317,82,2023-11-24 02:40:27,SHIPPED,NORTH
318,98,2023-04-10 02:21:10,RETURNED,WEST
319,562,2023-03-25 14:45:28,PLACED,WEST
320,537,2023-05-10 07:49:47,PLACED,CENTRAL
321,,2023-08-30 05:02:52,PLACED,WEST
322,317,2023-12-23 07:00:35,SHIPPED,EAST
323,454,2025-08-31 04:53:34,PLACED,CENTRAL
324,,2023-09-23 00:43:36,PLACED,EAST
325,334,2025-01-09 16:20:07,DELIVERED,CENTRAL
326,279,2025-05-02 03:15:00,DELIVERED,CENTRAL
327,182,2025-07-06 19:46:24,DELIVERED,CENTRAL
328,446,2025-03-24 03:59:45,DELIVERED,CENTRAL
329,318,2024-06-23 07:22:20,DELIVERED,SOUTH
330,92,2024-11-17 09:44:46,DELIVERED,WEST
331,267,2023-08-30 21:34:14,DELIVERED,NORTH
332,536,2023-07-31 17:38:57,DELIVERED,WEST
333,548,2023-01-13 22:05:03,DELIVERED,WEST
334,489,2024-04-10 10:17:23,PLACED,WEST
335,300,2025-07-16 09:54:47,SHIPPED,NORTH
336,,2025-05-01 14:49:55,DELIVERED,WEST
337,575,2024-11-10 00:30:23,DELIVERED,SOUTH
338,400,2024-08-10 18:12:39,SHIPPED,NORTH
339,433,2025-08-29 09:43:54,SHIPPED,CENTRAL
340,279,2024-03-18 05:31:20,DELIVERED,CENTRAL
341,276,2024-10-03 10:10:20,SHIPPED,NORTH
342,187,2023-08-01 05:42:47,SHIPPED,WEST
343,464,2024-02-27 17:53:44,DELIVERED,WEST
344,193,2024-05-13 02:27:52,PLACED,NORTH
345,548,2023-02-04 09:05:57,SHIPPED,NORTH
346,289,2024-02-23 04:19:19,PLACED,WEST
347,9,2023-12-28 15:48:16,PLACED,NORTH
348,506,2023-12-04 09:21:31,DELIVERED,EAST
349,511,2024-07-30 22:41:12,DELIVERED,NORTH
350,339,2023-05-05 14:56:01,CANCELLED,SOUTH
351,58,2024-02-18 23:58:24,DELIVERED,NORTH
352,,2025-04-23 19:39:49,DELIVERED,SOUTH
353,257,2024-08-15 18:14:12,CANCELLED,NORTH
354,255,2024-08-20 18:18:19,DELIVERED,WEST
355,254,2023-02-22 01:21:15,SHIPPED,NORTH
356,534,2025-10-31 14:34:24,RETURNED,WEST
357,,2024-08-27 11:33:19,DELIVERED,EAST
358,331,2023-09-04 09:27:46,DELIVERED,NORTH
359,,2025-05-03 17:49:31,DELIVERED,EAST
360,493,2025-09-18 21:45:05,SHIPPED,EAST
361,54,2025-11-01 16:10:59,SHIPPED,NORTH
362,242,2025-09-10 04:33:23,DELIVERED,NORTH
363,172,2024-03-04 21:45:20,DELIVERED,WEST
364,249,2023-01-14 20:55:44,RETURNED,CENTRAL
365,487,2025-12-05 09:39:21,DELIVERED,EAST
366,92,2024-01-22 00:00:00,SHIPPED,NORTH
367,347,2025-08-29 02:37:21,PLACED,EAST
368,158,2025-12-25 11:24:29,DELIVERED,NORTH
369,129,2025-01-27 20:06:03,SHIPPED,CENTRAL
370,356,2024-11-12 12:37:33,DELIVERED,NORTH
371,387,2024-07-10 00:00:00,DELIVERED,EAST
372,41,2025-01-23 21:22:29,DELIVERED,CENTRAL
373,302,2025-04-23 02:35:34,DELIVERED,SOUTH
374,,2025-05-30 08:10:19,SHIPPED,EAST
375,332,2024-12-28 15:01:15,SHIPPED,CENTRAL
376,568,2023-09-07 02:02:08,PLACED,SOUTH
377,461,2024-04-04 07:28:32,CANCELLED,CENTRAL
378,376,2024-12-06 09:17:29,PLACED,CENTRAL
379,389,2023-10-16 05:13:10,CANCELLED,CENTRAL
380,373,2025-08-21 10:37:54,SHIPPED,NORTH
381,552,2024-08-24 22:42:20,SHIPPED,WEST
382,,2025-05-06 16:12:36,SHIPPED,EAST
383,331,2024-09-28 14:37:12,DELIVERED,NORTH
384,99,2025-03-23 18:19:47,DELIVERED,NORTH
385,133,2023-10-05 12:08:13,CANCELLED,SOUTH
386,110,2025-01-23 23:54:57,SHIPPED,NORTH
387,585,2025-09-23 22:14:10,CANCELLED,WEST
388,539,2025-08-27 07:18:20,DELIVERED,EAST
389,51,2024-07-23 02:40:04,SHIPPED,NORTH
390,14,2023-11-21 06:19:12,DELIVERED,NORTH
391,480,2025-09-19 12:32:30,PLACED,CENTRAL
392,426,2024-07-27 07:52:35,DELIVERED,NORTH
393,,2025-08-16 08:56:29,SHIPPED,NORTH
394,73,2024-04-17 02:22:58,PLACED,SOUTH
395,532,2023-05-31 20:52:05,PLACED,SOUTH
396,545,2024-08-21 14:11:03,SHIPPED,CENTRAL
397,,2025-10-17 10:07:53,SHIPPED,SOUTH
398,,2025-05-17 11:32:10,DELIVERED,WEST
399,109,2025-09-19 01:38:22,DELIVERED,WEST
400,438,2023-06-11 17:13:07,SHIPPED,SOUTH
401,564,2024-09-15 19:08:11,DELIVERED,SOUTH
402,547,2025-07-20 22:28:46,DELIVERED,EAST
403,323,2025-05-04 00:00:00,RETURNED,EAST
404,381,2024-10-02 13:16:19,DELIVERED,WEST
405,332,2025-08-03 03:17:40,SHIPPED,CENTRAL
406,220,2024-08-05 15:21:53,DELIVERED,EAST
407,369,2024-12-03 18:49:26,DELIVERED,WEST
408,1,2023-02-23 20:19:35,RETURNED,CENTRAL
409,17,2025-03-15 01:52:32,PLACED,EAST
410,7,2024-04-11 13:15:41,RETURNED,SOUTH
411,323,2023-02-03 00:00:00,DELIVERED,EAST
412,567,2025-03-05 05:34:57,DELIVERED,CENTRAL
413,159,2023-05-27 11:16:44,PLACED,EAST
414,160,2023-08-04 00:00:00,SHIPPED,CENTRAL
415,,2024-01-24 03:20:26,SHIPPED,EAST
416,95,2025-06-05 05:18:10,DELIVERED,SOUTH
417,80,2024-05-19 09:23:49,DELIVERED,SOUTH
418,500,2025-12-07 05:58:07,DELIVERED,NORTH
419,308,2023-02-28 01:18:50,DELIVERED,CENTRAL
420,391,2023-05-02 00:00:00,DELIVERED,EAST
421,357,2024-11-05 16:02:29,DELIVERED,NORTH
422,233,2025-10-11 01:22:18,CANCELLED,NORTH
423,392,2023-03-26 02:02:10,DELIVERED,NORTH
424,327,2025-04-18 18:02:21,DELIVERED,EAST
425,515,2025-12-19 22:42:03,SHIPPED,NORTH
426,403,2024-11-23 05:46:38,DELIVERED,CENTRAL
427,517,2023-05-20 22:32:09,SHIPPED,EAST
428,404,2023-08-18 22:18:08,PLACED,NORTH
429,488,2025-06-06 16:50:57,DELIVERED,CENTRAL
430,409,2024-02-12 20:52:15,PLACED,CENTRAL
431,445,2025-12-20 02:29:55,PLACED,SOUTH
432,493,2025-05-18 20:04:22,SHIPPED,WEST
433,586,2023-11-01 00:00:00,DELIVERED,CENTRAL
434,253,2024-01-12 10:09:41,PLACED,WEST
435,332,2025-11-29 16:52:54,RETURNED,NORTH
436,116,2025-11-09 12:33:50,DELIVERED,EAST
437,357,2023-10-23 21:58:20,DELIVERED,CENTRAL
438,25,2024-04-18 12:28:13,SHIPPED,EAST
439,453,2025-08-26 01:54:53,PLACED,NORTH
440,240,2023-11-07 04:48:15,DELIVERED,SOUTH
441,88,2023-06-24 13:31:19,DELIVERED,SOUTH
442,152,2024-03-22 21:40:39,PLACED,NORTH
443,313,2024-11-30 00:00:00,DELIVERED,EAST
444,215,2025-04-15 18:17:50,SHIPPED,CENTRAL
445,536,2024-02-06 19:28:09,DELIVERED,CENTRAL
446,145,2025-12-15 18:07:49,DELIVERED,NORTH
447,386,2025-06-24 15:59:58,RETURNED,CENTRAL
448,45,2024-02-01 20:06:10,SHIPPED,EAST
449,206,2025-12-18 00:23:49,DELIVERED,NORTH
450,477,2025-10-14 03:08:33,RETURNED,NORTH
451,398,2025-10-22 20:29:00,SHIPPED,EAST
452,111,2023-01-30 15:17:29,SHIPPED,WEST
453,237,2024-08-14 09:34:10,DELIVERED,NORTH
454,324,2025-01-22 21:30:52,CANCELLED,CENTRAL
455,91,2023-10-17 14:08:38,SHIPPED,WEST
456,575,2023-02-03 09:08:52,PLACED,CENTRAL
457,313,2024-06-02 04:22:38,DELIVERED,SOUTH
458,19,2024-06-22 16:53:30,DELIVERED,EAST
459,310,2024-01-02 22:21:06,RETURNED,CENTRAL
460,283,2023-04-07 07:53:20,DELIVERED,WEST
461,31,2025-05-12 00:00:00,RETURNED,SOUTH
462,156,2024-06-14 22:42:40,CANCELLED,SOUTH
463,90,2024-08-16 17:42:51,DELIVERED,CENTRAL
464,233,2024-10-10 07:18:52,SHIPPED,SOUTH
465,437,2024-04-30 06:28:24,RETURNED,EAST
466,460,2025-04-22 07:56:22,PLACED,SOUTH
467,595,2025-04-20 23:08:00,DELIVERED,SOUTH
468,142,2024-04-25 00:17:42,DELIVERED,CENTRAL
469,139,2024-10-30 01:57:32,RETURNED,SOUTH
470,579,2023-09-03 12:27:12,DELIVERED,CENTRAL
471,546,2023-07-03 21:47:53,SHIPPED,SOUTH
472,31,2024-05-10 01:31:44,CANCELLED,WEST
473,422,2024-04-16 05:38:13,DELIVERED,EAST
474,,2023-08-25 01:22:10,DELIVERED,NORTH
475,135,2023-10-14 23:50:55,PLACED,CENTRAL
476,274,2025-07-29 18:34:21,DELIVERED,SOUTH
477,238,2023-12-25 17:02:14,DELIVERED,EAST
478,82,2025-12-04 23:45:59,DELIVERED,SOUTH
479,515,2025-07-28 09:17:18,DELIVERED,EAST
480,189,2024-08-24 21:33:59,DELIVERED,SOUTH
481,168,2023-10-28 05:14:55,SHIPPED,WEST
482,16,2024-02-24 05:03:41,RETURNED,SOUTH
483,208,2023-11-14 18:37:41,PLACED,WEST
