order_item_id,order_id,product_id,quantity,unit_price,line_total
OI0000097,O000039,P00038,3,5516.66,16549.98
OI0000098,O000040,P00079,5,5251.04,26255.2
OI0000099,O000040,P00085,5,9236.97,46184.85
OI0000100,O000040,P00040,3,2951.4,8854.2
OI0000101,O000041,P00036,3,2532.85,7598.549999999999
OI0000102,O000041,P00108,4,14347.63,57390.52
OI0000103,O000041,P00047,3,7255.75,21767.25
OI0000104,O000041,P00018,1,10426.0,10426.0
OI0000105,O000042,P00094,1,13171.07,13171.07
OI0000106,O000042,P00114,1,2567.88,2567.88
OI0000107,O000042,P00081,1,14690.16,14690.16
OI0000108,O000043,P00084,4,14069.72,56278.88
OI0000109,O000043,P00100,5,6083.97,30419.850000000002
OI0000110,O000043,P00020,3,6822.91,20468.73
OI0000111,O000043,P00047,5,7255.75,36278.75
OI0000112,O000044,P00097,2,721.52,1443.04
OI0000113,O000044,P00066,2,7639.92,15279.84
OI0000114,O000045,P00030,2,11313.56,22627.12
OI0000115,O000045,P00009,2,13213.04,26426.08
OI0000116,O000045,P00034,3,209.8,629.4000000000001
OI0000117,O000045,P00048,4,11151.18,44604.72
OI0000118,O000046,P00107,5,3734.57,18672.850000000002
OI0000119,O000046,P00095,2,11410.2,22820.4
OI0000120,O000046,P00034,4,209.8,839.2
OI0000121,O000047,P00105,4,10494.08,41976.32
OI0000123,O000047,P00045,2,5431.46,10862.92
OI0000124,O000048,P00085,2,9236.97,18473.94
OI0000125,O000049,P00003,5,3596.33,17981.65
OI0000126,O000049,P00032,2,2972.8,5945.6
OI0000127,O000049,P00006,1,15242.13,15242.13
OI0000128,O000049,P00017,2,7245.98,14491.96
OI0000129,O000050,P00011,5,3323.46,16617.3
OI0000130,O000050,P00028,4,5804.91,23219.64
OI0000131,O000050,P00058,4,2681.24,10724.96
OI0000132,O000051,P00030,4,11313.56,45254.24
OI0000133,O000052,P00023,4,3040.09,12160.36
OI0000134,O000053,P00115,4,10635.38,42541.52
OI0000135,O000054,P00045,5,5431.46,27157.3
OI0000136,O000054,P00076,2,2930.49,5860.98
OI0000137,O000054,P00103,2,632.72,1265.44
OI0000138,O000054,P00095,1,11410.2,11410.2
OI0000139,O000055,P00074,5,7723.94,38619.7
OI0000140,O000056,P00047,5,7255.75,36278.75
OI0000141,O000056,P00014,5,13181.63,65908.15
OI0000142,O000056,P00020,3,6822.91,20468.73
OI0000143,O000056,P00055,4,5599.57,22398.28
OI0000144,O000057,P00074,4,7723.94,30895.76
OI0000145,O000057,P00045,1,5431.46,5431.46
OI0000146,O000057,P00100,4,6083.97,24335.88
OI0000147,O000058,P00021,4,15831.58,63326.32
OI0000148,O000059,P00048,5,11151.18,55755.9
OI0000149,O000059,P00011,4,3323.46,13293.84
OI0000150,O000060,P00082,4,1976.8,7907.2
OI0000151,O000060,P00064,5,605.62,3028.1
OI0000152,O000061,P00031,2,9096.12,18192.24
OI0000153,O000061,P00084,3,14069.72,42209.159999999996
OI0000154,O000061,P00001,3,7519.88,22559.64
OI0000155,O000062,P00093,5,3538.97,17694.85
OI0000156,O000062,P00107,3,3734.57,11203.710000000001
OI0000157,O000062,P00072,2,8945.91,17891.82
OI0000158,O000063,P00044,5,10305.42,51527.1
OI0000159,O000063,P00015,5,6246.13,31230.65
OI0000160,O000063,P00103,5,632.72,3163.6000000000004
OI0000161,O000064,P00088,1,11981.85,11981.85
OI0000162,O000064,P00059,3,15594.5,46783.5
OI0000163,O000064,P00115,2,10635.38,21270.76
OI0000164,O000064,P00076,2,2930.49,5860.98
OI0000165,O000065,P00052,3,1801.57,5404.71
OI0000166,O000066,P00064,2,605.62,1211.24
OI0000167,O000066,P00095,2,11410.2,22820.4
OI0000168,O000067,P00020,1,6822.91,6822.91
OI0000169,O000067,P00100,4,6083.97,24335.88
OI0000170,O000067,P00014,5,13181.63,65908.15
OI0000171,O000068,P00024,3,661.99,1985.97
OI0000172,O000068,P00098,5,4527.84,22639.2
OI0000173,O000068,P00118,5,5621.04,28105.2
OI0000174,O000068,P00066,4,7639.92,30559.68
OI0000175,O000069,P00090,5,13515.98,67579.9
OI0000176,O000070,P00024,2,661.99,1323.98
OI0000177,O000070,P00071,5,12968.25,64841.25
OI0000178,O000070,P00034,2,209.8,419.6
OI0000179,O000071,P00074,2,7723.94,15447.88
OI0000180,O000071,P00088,3,11981.85,35945.55
OI0000181,O000072,P00061,1,983.24,983.24
OI0000182,O000072,P00104,4,13741.36,54965.44
OI0000183,O000073,P00051,1,14130.98,14130.98
OI0000184,O000074,P00047,3,7255.75,21767.25
OI0000185,O000074,P00072,4,8945.91,35783.64
OI0000186,O000074,P00120,5,13556.62,67783.1
OI0000187,O000075,P00100,1,6083.97,6083.97
OI0000188,O000075,P00095,3,11410.2,34230.600000000006
OI0000189,O000075,P00058,2,2681.24,5362.48
OI0000190,O000075,P00114,3,2567.88,7703.64
OI0000191,O000076,P00030,3,11313.56,33940.68
OI0000192,O000076,P00041,5,6177.47,30887.350000000002
OI0000193,O000076,P00084,3,14069.72,42209.159999999996
OI0000194,O000077,P00017,2,7245.98,14491.96
OI0000195,O000078,P00009,4,13213.04,52852.16
OI0000196,O000079,P00040,3,2951.4,8854.2
OI0000197,O000079,P00030,2,11313.56,22627.12
OI0000198,O000079,P00032,2,2972.8,5945.6
OI0000199,O000079,P00095,3,11410.2,34230.600000000006
OI0000200,O000080,P00090,2,13515.98,27031.96
OI0000201,O000080,P00070,4,2586.86,10347.44
OI0000202,O000081,P00070,4,2586.86,10347.44
OI0000203,O000081,P00030,4,11313.56,45254.24
OI0000204,O000081,P00104,3,13741.36,41224.08
OI0000205,O000081,P00012,5,14499.23,72496.15
OI0000206,O000082,P00103,1,632.72,632.72
OI0000207,O000082,P00038,2,5516.66,11033.32
OI0000208,O000082,P00077,5,2192.74,10963.699999999999
OI0000209,O000082,P00030,2,11313.56,22627.12
OI0000210,O000083,P00055,2,5599.57,11199.14
OI0000211,O000084,P00024,2,661.99,1323.98
OI0000212,O000085,P00020,1,6822.91,6822.91
OI0000213,O000086,P00002,2,12959.03,25918.06
OI0000214,O000086,P00064,3,605.62,1816.8600000000001
OI0000215,O000087,P00010,2,14694.37,29388.74
OI0000216,O000087,P00070,3,2586.86,7760.58
OI0000217,O000087,P00061,1,983.24,983.24
OI0000218,O000087,P00024,2,661.99,1323.98
OI0000219,O000088,P00067,2,3120.12,6240.24
OI0000220,O000089,P00033,4,3874.45,15497.8
OI0000221,O000090,P00031,4,9096.12,36384.48
OI0000222,O000091,P00006,5,15242.13,76210.65
OI0000223,O000092,P00021,1,15831.58,15831.58
OI0000224,O000092,P00064,3,605.62,1816.8600000000001
OI0000225,O000093,P00017,4,7245.98,28983.92
OI0000226,O000094,P00003,4,3596.33,14385.32
OI0000227,O000094,P00089,2,5537.28,11074.56
OI0000228,O000095,P00070,3,2586.86,7760.58
OI0000229,O000095,P00045,3,5431.46,16294.380000000001
OI0000230,O000096,P00070,1,2586.86,2586.86
OI0000231,O000096,P00047,5,7255.75,36278.75
OI0000232,O000096,P00059,2,15594.5,31189.0
OI0000233,O000097,P00025,5,8564.03,42820.15
OI0000234,O000097,P00068,3,7242.25,21726.75
OI0000235,O000097,P00088,3,11981.85,35945.55
OI0000236,O000097,P00064,5,605.62,3028.1
OI0000237,O000098,P00025,4,8564.03,34256.12
OI0000238,O000098,P00013,5,15087.03,75435.15000000001
OI0000239,O000098,P00005,5,10898.5,54492.5
OI0000240,O000098,P00074,3,7723.94,23171.82
OI0000241,O000099,P00060,1,10636.45,10636.45
OI0000242,O000100,P00107,3,3734.57,11203.710000000001
OI0000243,O000101,P00025,5,8564.03,42820.15
OI0000244,O000101,P00068,2,7242.25,14484.5
OI0000245,O000101,P00085,5,9236.97,46184.85
OI0000246,O000101,P00032,1,2972.8,2972.8
OI0000247,O000102,P00071,5,12968.25,64841.25
OI0000248,O000102,P00052,2,1801.57,3603.14
OI0000249,O000103,P00109,4,3646.7,14586.8
OI0000250,O000103,P00048,3,11151.18,33453.54
OI0000251,O000103,P00053,5,2768.97,13844.849999999999
OI0000252,O000104,P00077,2,2192.74,4385.48
OI0000254,O000104,P00067,2,3120.12,6240.24
OI0000255,O000105,P00013,4,15087.03,60348.12
OI0000256,O000105,P00005,2,10898.5,21797.0
OI0000257,O000106,P00094,3,13171.07,39513.21
OI0000258,O000106,P00010,2,14694.37,29388.74
OI0000259,O000107,P00094,5,13171.07,65855.35
OI0000260,O000108,P00112,2,7810.47,15620.94
OI0000261,O000109,P00070,3,2586.86,7760.58
OI0000262,O000109,P00073,2,15455.92,30911.84
OI0000263,O000109,P00020,4,6822.91,27291.64
OI0000264,O000110,P00017,1,7245.98,7245.98
OI0000265,O000110,P00044,1,10305.42,10305.42
OI0000266,O000111,P00072,5,8945.91,44729.55
OI0000267,O000111,P00026,5,4115.14,20575.7
OI0000268,O000111,P00063,5,13216.58,66082.9
OI0000269,O000111,P00051,1,14130.98,14130.98
OI0000270,O000112,P00047,3,7255.75,21767.25
OI0000271,O000112,P00045,1,5431.46,5431.46
OI0000272,O000112,P00025,2,8564.03,17128.06
OI0000273,O000112,P00042,5,11714.53,58572.65
OI0000274,O000113,P00020,1,6822.91,6822.91
OI0000275,O000113,P00097,1,721.52,721.52
OI0000276,O000113,P00094,5,13171.07,65855.35
OI0000277,O000114,P00095,2,11410.2,22820.4
OI0000278,O000114,P00069,5,4360.73,21803.649999999998
OI0000279,O000115,P00033,2,3874.45,7748.9
OI0000280,O000116,P00085,3,9236.97,27710.909999999996
OI0000281,O000116,P00110,1,9433.9,9433.9
OI0000282,O000116,P00117,4,6333.74,25334.96
OI0000283,O000117,P00024,2,661.99,1323.98
OI0000284,O000118,P00043,2,3075.89,6151.78
OI0000285,O000118,P00063,3,13216.58,39649.74
OI0000286,O000118,P00051,3,14130.98,42392.94
OI0000287,O000119,P00029,4,9560.81,38243.24
OI0000288,O000119,P00020,1,6822.91,6822.91
OI0000289,O000119,P00044,5,10305.42,51527.1
OI0000290,O000120,P00058,2,2681.24,5362.48
OI0000291,O000120,P00070,5,2586.86,12934.300000000001
OI0000292,O000120,P00017,2,7245.98,14491.96
OI0000293,O000121,P00084,5,14069.72,70348.59999999999
OI0000294,O000121,P00120,3,13556.62,40669.86
OI0000295,O000122,P00053,3,2768.97,8306.91
OI0000296,O000122,P00039,2,11770.16,23540.32
OI0000297,O000122,P00057,2,11330.17,22660.34
OI0000298,O000122,P00096,5,2944.05,14720.25
OI0000299,O000123,P00046,1,15720.6,15720.6
OI0000300,O000124,P00024,4,661.99,2647.96
OI0000301,O000124,P00110,2,9433.9,18867.8
OI0000302,O000124,P00050,1,11773.84,11773.84
OI0000303,O000125,P00097,1,721.52,721.52
OI0000304,O000125,P00027,4,12270.99,49083.96
OI0000305,O000126,P00052,4,1801.57,7206.28
OI0000306,O000126,P00100,4,6083.97,24335.88
OI0000307,O000126,P00006,5,15242.13,76210.65
OI0000308,O000126,P00078,5,3389.32,16946.600000000002
OI0000309,O000127,P00113,2,13810.57,27621.14
OI0000310,O000128,P00051,3,14130.98,42392.94
OI0000311,O000128,P00114,4,2567.88,10271.52
OI0000312,O000128,P00039,1,11770.16,11770.16
OI0000313,O000128,P00100,2,6083.97,12167.94
OI0000314,O000129,P00004,2,11435.29,22870.58
OI0000315,O000129,P00023,1,3040.09,3040.09
OI0000316,O000129,P00059,2,15594.5,31189.0
OI0000317,O000129,P00076,1,2930.49,2930.49
OI0000318,O000130,P00049,4,11581.53,46326.12
OI0000319,O000130,P00071,2,12968.25,25936.5
OI0000320,O000131,P00040,3,2951.4,8854.2
OI0000321,O000131,P00094,1,13171.07,13171.07
OI0000323,O000131,P00058,3,2681.24,8043.719999999999
OI0000324,O000132,P00031,4,9096.12,36384.48
OI0000325,O000132,P00028,4,5804.91,23219.64
OI0000327,O000132,P00085,5,9236.97,46184.85
OI0000328,O000133,P00019,1,1162.47,1162.47
OI0000329,O000134,P00079,5,5251.04,26255.2
OI0000330,O000134,P00085,5,9236.97,46184.85
OI0000331,O000134,P00089,4,5537.28,22149.12
OI0000332,O000135,P00108,4,14347.63,57390.52
OI0000333,O000135,P00071,3,12968.25,38904.75
OI0000334,O000135,P00009,4,13213.04,52852.16
OI0000335,O000135,P00038,2,5516.66,11033.32
OI0000336,O000136,P00034,5,209.8,1049.0
OI0000337,O000136,P00068,2,7242.25,14484.5
OI0000338,O000136,P00074,4,7723.94,30895.76
OI0000340,O000137,P00038,1,5516.66,5516.66
OI0000341,O000138,P00002,2,12959.03,25918.06
OI0000342,O000138,P00082,3,1976.8,5930.4
OI0000343,O000139,P00051,5,14130.98,70654.9
OI0000344,O000139,P00093,2,3538.97,7077.94
OI0000345,O000139,P00073,3,15455.92,46367.76
OI0000346,O000140,P00060,4,10636.45,42545.8
OI0000347,O000140,P00101,1,9471.71,9471.71
OI0000348,O000140,P00105,3,10494.08,31482.239999999998
OI0000349,O000141,P00009,1,13213.04,13213.04
OI0000350,O000141,P00020,4,6822.91,27291.64
OI0000351,O000141,P00036,2,2532.85,5065.7
OI0000352,O000142,P00091,1,4946.59,4946.59
OI0000353,O000142,P00110,1,9433.9,9433.9
OI0000354,O000142,P00041,2,6177.47,12354.94
OI0000355,O000143,P00065,5,7681.42,38407.1
OI0000356,O000143,P00004,3,11435.29,34305.87
OI0000357,O000143,P00103,5,632.72,3163.6000000000004
OI0000358,O000143,P00062,3,5900.1,17700.300000000003
OI0000359,O000144,P00001,3,7519.88,22559.64
OI0000360,O000145,P00003,3,3596.33,10788.99
OI0000361,O000145,P00074,2,7723.94,15447.88
OI0000362,O000145,P00098,2,4527.84,9055.68
OI0000363,O000146,P00080,5,8989.55,44947.75
OI0000364,O000147,P00010,5,14694.37,73471.85
OI0000365,O000147,P00040,5,2951.4,14757.0
OI0000366,O000148,P00012,4,14499.23,57996.92
OI0000367,O000149,P00043,5,3075.89,15379.449999999999
OI0000368,O000149,P00105,4,10494.08,41976.32
OI0000369,O000149,P00026,1,4115.14,4115.14
OI0000370,O000150,P00019,5,1162.47,5812.35
OI0000371,O000150,P00111,3,9070.02,27210.06
OI0000372,O000151,P00061,1,983.24,983.24
OI0000373,O000152,P00105,3,10494.08,31482.239999999998
OI0000374,O000152,P00092,1,11714.03,11714.03
OI0000375,O000152,P00102,5,13433.93,67169.65
OI0000376,O000152,P00014,5,13181.63,65908.15
OI0000377,O000153,P00044,2,10305.42,20610.84
OI0000378,O000154,P00095,5,11410.2,57051.0
OI0000379,O000155,P00009,5,13213.04,66065.20000000001
OI0000380,O000155,P00077,4,2192.74,8770.96
OI0000381,O000155,P00014,1,13181.63,13181.63
OI0000382,O000155,P00088,2,11981.85,23963.7
OI0000383,O000156,P00079,2,5251.04,10502.08
OI0000384,O000156,P00074,3,7723.94,23171.82
OI0000385,O000156,P00058,3,2681.24,8043.719999999999
OI0000386,O000156,P00026,4,4115.14,16460.56
OI0000387,O000157,P00109,1,3646.7,3646.7
OI0000388,O000157,P00017,5,7245.98,36229.899999999994
OI0000389,O000157,P00110,1,9433.9,9433.9
OI0000390,O000157,P00038,3,5516.66,16549.98
OI0000391,O000158,P00049,2,11581.53,23163.06
OI0000392,O000158,P00056,2,8842.33,17684.66
OI0000393,O000158,P00070,3,2586.86,7760.58
OI0000394,O000158,P00028,2,5804.91,11609.82
OI0000395,O000159,P00093,4,3538.97,14155.88
OI0000396,O000159,P00114,2,2567.88,5135.76
OI0000397,O000160,P00080,4,8989.55,35958.2
OI0000398,O000160,P00024,4,661.99,2647.96
OI0000399,O000160,P00059,2,15594.5,31189.0
OI0000401,O000161,P00073,4,15455.92,61823.68
OI0000402,O000162,P00032,4,2972.8,11891.2
OI0000403,O000163,P00116,3,15959.01,47877.03
OI0000404,O000164,P00038,5,5516.66,27583.3
OI0000405,O000164,P00022,5,5634.74,28173.699999999997
OI0000406,O000164,P00005,4,10898.5,43594.0
OI0000407,O000165,P00011,3,3323.46,9970.380000000001
OI0000408,O000165,P00017,5,7245.98,36229.899999999994
OI0000409,O000165,P00065,3,7681.42,23044.260000000002
OI0000410,O000165,P00010,1,14694.37,14694.37
OI0000411,O000166,P00063,5,13216.58,66082.9
OI0000412,O000166,P00024,3,661.99,1985.97
OI0000413,O000167,P00099,4,10238.47,40953.88
OI0000414,O000167,P00050,2,11773.84,23547.68
OI0000415,O000167,P00031,3,9096.12,27288.36
OI0000416,O000167,P00085,3,9236.97,27710.909999999996
OI0000417,O000168,P00049,4,11581.53,46326.12
OI0000418,O000168,P00088,2,11981.85,23963.7
OI0000419,O000169,P00013,5,15087.03,75435.15000000001
OI0000420,O000170,P00103,5,632.72,3163.6000000000004
OI0000421,O000170,P00013,2,15087.03,30174.06
OI0000422,O000170,P00033,5,3874.45,19372.25
OI0000423,O000171,P00088,4,11981.85,47927.4
OI0000424,O000172,P00077,2,2192.74,4385.48
OI0000425,O000173,P00085,5,9236.97,46184.85
OI0000426,O000173,P00098,2,4527.84,9055.68
OI0000427,O000173,P00116,2,15959.01,31918.02
OI0000428,O000173,P00083,4,14812.87,59251.48
OI0000429,O000174,P00033,1,3874.45,3874.45
OI0000430,O000174,P00021,1,15831.58,15831.58
OI0000431,O000174,P00100,3,6083.97,18251.91
OI0000432,O000175,P00083,1,14812.87,14812.87
OI0000433,O000175,P00063,4,13216.58,52866.32
OI0000434,O000176,P00100,4,6083.97,24335.88
OI0000435,O000176,P00058,1,2681.24,2681.24
OI0000436,O000176,P00003,4,3596.33,14385.32
OI0000437,O000177,P00109,1,3646.7,3646.7
OI0000438,O000177,P00094,1,13171.07,13171.07
OI0000439,O000177,P00100,4,6083.97,24335.88
OI0000440,O000177,P00104,5,13741.36,68706.8
OI0000441,O000178,P00011,3,3323.46,9970.380000000001
OI0000442,O000178,P00108,2,14347.63,28695.26
OI0000443,O000178,P00059,4,15594.5,62378.0
OI0000444,O000179,P00063,4,13216.58,52866.32
OI0000445,O000179,P00011,2,3323.46,6646.92
OI0000446,O000179,P00114,1,2567.88,2567.88
OI0000447,O000180,P00003,3,3596.33,10788.99
OI0000448,O000180,P00005,1,10898.5,10898.5
OI0000449,O000180,P00044,2,10305.42,20610.84
OI0000450,O000180,P00008,5,387.92,1939.6000000000001
OI0000451,O000181,P00063,1,13216.58,13216.58
OI0000452,O000181,P00084,5,14069.72,70348.59999999999
OI0000453,O000182,P00106,4,14600.94,58403.76
OI0000454,O000182,P00102,5,13433.93,67169.65
OI0000455,O000182,P00013,1,15087.03,15087.03
OI0000456,O000183,P00104,4,13741.36,54965.44
OI0000457,O000183,P00107,5,3734.57,18672.850000000002
OI0000458,O000183,P00095,3,11410.2,34230.600000000006
OI0000459,O000184,P00097,2,721.52,1443.04
OI0000460,O000184,P00054,5,516.23,2581.15
OI0000461,O000185,P00100,4,6083.97,24335.88
OI0000462,O000185,P00021,1,15831.58,15831.58
OI0000463,O000185,P00003,1,3596.33,3596.33
OI0000464,O000185,P00113,5,13810.57,69052.85
OI0000465,O000186,P00031,1,9096.12,9096.12
OI0000466,O000186,P00023,4,3040.09,12160.36
OI0000467,O000186,P00079,1,5251.04,5251.04
OI0000468,O000186,P00089,3,5537.28,16611.84
OI0000469,O000187,P00080,3,8989.55,26968.649999999998
OI0000470,O000188,P00015,2,6246.13,12492.26
OI0000471,O000188,P00102,4,13433.93,53735.72
OI0000472,O000189,P00056,3,8842.33,26526.989999999998
OI0000473,O000189,P00033,4,3874.45,15497.8
OI0000474,O000190,P00066,2,7639.92,15279.84
OI0000475,O000190,P00015,5,6246.13,31230.65
OI0000476,O000190,P00010,4,14694.37,58777.48
OI0000477,O000190,P00115,3,10635.38,31906.14
OI0000478,O000191,P00049,2,11581.53,23163.06
OI0000479,O000191,P00115,5,10635.38,53176.899999999994
OI0000480,O000192,P00093,3,3538.97,10616.91
OI0000481,O000192,P00025,2,8564.03,17128.06
OI0000482,O000192,P00081,5,14690.16,73450.8
OI0000483,O000192,P00046,2,15720.6,31441.2
OI0000484,O000193,P00078,5,3389.32,16946.600000000002
OI0000485,O000193,P00021,5,15831.58,79157.9
OI0000486,O000193,P00102,2,13433.93,26867.86
OI0000487,O000194,P00032,4,2972.8,11891.2
OI0000488,O000194,P00042,5,11714.53,58572.65
OI0000489,O000195,P00062,1,5900.1,5900.1
OI0000490,O000195,P00104,2,13741.36,27482.72
OI0000491,O000195,P00103,1,632.72,632.72
OI0000492,O000195,P00090,4,13515.98,54063.92
OI0000493,O000196,P00062,3,5900.1,17700.300000000003
OI0000494,O000197,P00112,4,7810.47,31241.88
OI0000495,O000197,P00091,3,4946.59,14839.77
OI0000496,O000198,P00038,4,5516.66,22066.64
OI0000497,O000199,P00095,5,11410.2,57051.0
OI0000498,O000199,P00120,3,13556.62,40669.86
OI0000499,O000199,P00008,1,387.92,387.92
OI0000500,O000200,P00018,2,10426.0,20852.0
OI0000501,O000200,P00043,4,3075.89,12303.56
OI0000502,O000201,P00065,3,7681.42,23044.260000000002
OI0000503,O000201,P00088,3,11981.85,35945.55
OI0000504,O000201,P00055,4,5599.57,22398.28
OI0000505,O000202,P00103,1,632.72,632.72
OI0000506,O000202,P00087,4,811.76,3247.04
OI0000507,O000202,P00089,4,5537.28,22149.12
OI0000508,O000203,P00020,1,6822.91,6822.91
OI0000509,O000203,P00112,5,7810.47,39052.35
OI0000510,O000203,P00027,4,12270.99,49083.96
OI0000511,O000203,P00067,4,3120.12,12480.48
OI0000512,O000204,P00107,3,3734.57,11203.710000000001
OI0000513,O000204,P00067,3,3120.12,9360.36
OI0000514,O000205,P00073,3,15455.92,46367.76
OI0000515,O000205,P00017,3,7245.98,21737.94
OI0000516,O000205,P00115,3,10635.38,31906.14
OI0000517,O000206,P00092,3,11714.03,35142.090000000004
OI0000518,O000206,P00069,2,4360.73,8721.46
OI0000519,O000207,P00057,3,11330.17,33990.51
OI0000520,O000207,P00034,5,209.8,1049.0
OI0000521,O000208,P00069,1,4360.73,4360.73
OI0000522,O000208,P00039,4,11770.16,47080.64
OI0000523,O000209,P00097,2,721.52,1443.04
OI0000524,O000209,P00074,4,7723.94,30895.76
OI0000525,O000209,P00086,1,4550.54,4550.54
OI0000526,O000210,P00046,5,15720.6,78603.0
OI0000527,O000210,P00012,5,14499.23,72496.15
OI0000528,O000210,P00042,3,11714.53,35143.590000000004
OI0000529,O000210,P00008,1,387.92,387.92
OI0000530,O000211,P00117,3,6333.74,19001.22
OI0000531,O000212,P00112,4,7810.47,31241.88
OI0000532,O000212,P00072,4,8945.91,35783.64
OI0000533,O000212,P00012,3,14499.23,43497.69
OI0000534,O000212,P00028,4,5804.91,23219.64
OI0000535,O000213,P00009,4,13213.04,52852.16
OI0000536,O000213,P00120,4,13556.62,54226.48
OI0000537,O000213,P00076,3,2930.49,8791.47
OI0000538,O000214,P00006,5,15242.13,76210.65
OI0000539,O000214,P00106,5,14600.94,73004.7
OI0000540,O000214,P00039,2,11770.16,23540.32
