product_id,product_name,category,price,active,_ingested_at,_source_file
P00055,Max Yoga Mat,Sports,5599.57,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00056,Max Almonds 500g,Grocery,8842.33,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00057,Smart Denim Jacket,Fashion,11330.17,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00058,Classic Almonds 500g,Grocery,2681.24,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00059,Plus Denim Jacket,Fashion,15594.5,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00060,Mini Coffee Beans,Grocery,10636.45,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00061,Max Dumbbell Set,Sports,1021.48,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00062,Pro RC Car,Toys,5900.1,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00063,Mini Green Tea Pack,Grocery,13216.58,N,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00064,Max RC Car,Toys,605.62,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00065,Max Air Fryer,Home & Kitchen,7681.42,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00066,Classic Denim Jacket,Fashion,7639.92,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00067,Classic Yoga Mat,Sports,3120.12,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00068,Lite Olive Oil 1L,Grocery,7242.25,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00069,Smart Cricket Bat,Sports,4360.73,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00070,Pro Cycling Helmet,Sports,2586.86,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00071,Ultra T-Shirt,Fashion,12968.25,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00072,Plus Coffee Beans,Grocery,8300.17,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00073,Classic Coffee Beans,Grocery,15455.92,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00074,Plus Board Game,Toys,7723.94,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00075,Pro Handbag,Fashion,8132.2,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00076,Smart Blender,Home & Kitchen,2930.49,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00077,Plus Cookware Set,Home & Kitchen,2192.74,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00078,Classic Green Tea Pack,Grocery,3389.32,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00079,Mini Table Lamp,Home & Kitchen,5251.04,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00080,Classic T-Shirt,Fashion,8989.55,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00081,Smart Notebook Set,Books,14690.16,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00082,Classic Laptop Stand,Electronics,1976.8,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00083,Max Cookware Set,Home & Kitchen,14812.87,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00084,Ultra Denim Jacket,Fashion,12633.57,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00085,Smart Cricket Bat,Sports,10366.46,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00086,Lite Building Blocks,Toys,4550.54,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00087,Classic Table Lamp,Home & Kitchen,811.76,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00088,Pro Cookbook,Books,12723.95,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00089,Pro Running Shoes,Sports,5537.28,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00090,Mini Running Shoes,Sports,13515.98,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00091,Lite Sneakers,Fashion,4946.59,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00092,Mini Puzzle Set,Toys,11714.03,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00093,Smart Sneakers,Fashion,3592.91,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00094,Ultra Cereal Box,Grocery,13171.07,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00095,Mini Blender,Home & Kitchen,13673.3,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00096,Pro Almonds 500g,Grocery,2680.0,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00097,Plus Face Serum,Beauty,721.52,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00098,Plus Bluetooth Speaker,Electronics,5645.94,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00099,Classic Board Game,Toys,10238.47,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00100,Plus T-Shirt,Fashion,6005.29,N,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00101,Smart RC Car,Toys,9471.71,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00102,Lite Notebook Set,Books,13433.93,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00103,Mini Yoga Mat,Sports,632.72,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00104,Plus Smartwatch,Electronics,17106.3,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00105,Mini Lipstick,Beauty,10494.08,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00106,Smart Earbuds,Electronics,14600.94,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00107,Pro Table Lamp,Home & Kitchen,3734.57,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00108,Classic Running Shoes,Sports,17319.57,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00109,Mini Planner,Books,3646.7,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00110,Classic Cycling Helmet,Sports,9433.9,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00111,Ultra Laptop Stand,Electronics,9070.02,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00112,Max Running Shoes,Sports,7810.47,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00113,Ultra Notebook Set,Books,17189.46,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00114,Plus Running Shoes,Sports,2567.88,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00115,Classic Face Serum,Beauty,10635.38,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00116,Smart Blender,Home & Kitchen,14479.44,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00117,Classic Cricket Bat,Sports,7568.55,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00118,Plus Laptop Stand,Electronics,5621.04,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00119,Smart Sunscreen,Beauty,14522.12,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00120,Mini Comic Bundle,Books,13556.62,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00121,Pro Air Fryer,Home & Kitchen,273.47,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00122,Lite Dumbbell Set,Sports,9304.21,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00123,Max Bed Sheet Set,Home & Kitchen,2243.61,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00124,Classic Cereal Box,Grocery,6977.6,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00125,Pro Action Figure,Toys,795.06,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00126,Pro Shampoo,Beauty,14292.7,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
P00127,Pro Face Serum,Beauty,10100.65,Y,2026-08-09T06:46:32.265726+00:00,products_v2.csv
