order_item_id,order_id,product_id,quantity,unit_price,_ingested_at,_source_file
OI0000113,O000044,P00066,2,7639.92,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000114,O000045,P00030,2,11313.56,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000115,O000045,P00009,2,13213.04,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000116,O000045,P00034,3,209.8,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000117,O000045,P00048,4,11151.18,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000118,O000046,P00107,5,3734.57,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000119,O000046,P00095,2,11410.2,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000120,O000046,P00034,4,209.8,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000121,O000047,P00105,4,10494.08,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000122,O000047,P00112,-5,7810.47,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000123,O000047,P00045,2,5431.46,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000124,O000048,P00085,2,9236.97,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000125,O000049,P00003,5,3596.33,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000126,O000049,P00032,2,2972.8,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000127,O000049,P00006,1,15242.13,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000128,O000049,P00017,2,7245.98,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000129,O000050,P00011,5,3323.46,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000130,O000050,P00028,4,5804.91,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000131,O000050,P00058,4,2681.24,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000132,O000051,P00030,4,11313.56,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000133,O000052,P00023,4,3040.09,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000134,O000053,P00115,4,10635.38,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000135,O000054,P00045,5,5431.46,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000136,O000054,P00076,2,2930.49,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000137,O000054,P00103,2,632.72,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000138,O000054,P00095,1,11410.2,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000139,O000055,P00074,5,7723.94,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000140,O000056,P00047,5,7255.75,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000141,O000056,P00014,5,13181.63,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000142,O000056,P00020,3,6822.91,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000143,O000056,P00055,4,5599.57,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000144,O000057,P00074,4,7723.94,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000145,O000057,P00045,1,5431.46,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000146,O000057,P00100,4,6083.97,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000147,O000058,P00021,4,15831.58,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000148,O000059,P00048,5,11151.18,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000149,O000059,P00011,4,3323.46,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000150,O000060,P00082,4,1976.8,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000151,O000060,P00064,5,605.62,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000152,O000061,P00031,2,9096.12,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000153,O000061,P00084,3,14069.72,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000154,O000061,P00001,3,7519.88,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000155,O000062,P00093,5,3538.97,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000156,O000062,P00107,3,3734.57,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000157,O000062,P00072,2,8945.91,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000158,O000063,P00044,5,10305.42,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000159,O000063,P00015,5,6246.13,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000160,O000063,P00103,5,632.72,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000161,O000064,P00088,1,11981.85,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000162,O000064,P00059,3,15594.5,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000163,O000064,P00115,2,10635.38,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000164,O000064,P00076,2,2930.49,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000165,O000065,P00052,3,1801.57,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000166,O000066,P00064,2,605.62,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000167,O000066,P00095,2,11410.2,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000168,O000067,P00020,1,6822.91,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000169,O000067,P00100,4,6083.97,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000170,O000067,P00014,5,13181.63,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000171,O000068,P00024,3,661.99,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000172,O000068,P00098,5,4527.84,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000173,O000068,P00118,5,5621.04,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000174,O000068,P00066,4,7639.92,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000175,O000069,P00090,5,13515.98,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000176,O000070,P00024,2,661.99,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000177,O000070,P00071,5,12968.25,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000178,O000070,P00034,2,209.8,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000179,O000071,P00074,2,7723.94,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000180,O000071,P00088,3,11981.85,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000181,O000072,P00061,1,983.24,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000182,O000072,P00104,4,13741.36,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000183,O000073,P00051,1,14130.98,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000184,O000074,P00047,3,7255.75,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000185,O000074,P00072,4,8945.91,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000186,O000074,P00120,5,13556.62,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000187,O000075,P00100,1,6083.97,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000188,O000075,P00095,3,11410.2,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000189,O000075,P00058,2,2681.24,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000190,O000075,P00114,3,2567.88,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000191,O000076,P00030,3,11313.56,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000192,O000076,P00041,5,6177.47,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000193,O000076,P00084,3,14069.72,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000194,O000077,P00017,2,7245.98,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000195,O000078,P00009,4,13213.04,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000196,O000079,P00040,3,2951.4,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000197,O000079,P00030,2,11313.56,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000198,O000079,P00032,2,2972.8,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000199,O000079,P00095,3,11410.2,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000200,O000080,P00090,2,13515.98,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000201,O000080,P00070,4,2586.86,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000202,O000081,P00070,4,2586.86,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000203,O000081,P00030,4,11313.56,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000204,O000081,P00104,3,13741.36,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000205,O000081,P00012,5,14499.23,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000206,O000082,P00103,1,632.72,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000207,O000082,P00038,2,5516.66,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000208,O000082,P00077,5,2192.74,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000209,O000082,P00030,2,11313.56,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000210,O000083,P00055,2,5599.57,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000211,O000084,P00024,2,661.99,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000212,O000085,P00020,1,6822.91,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000213,O000086,P00002,2,12959.03,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000214,O000086,P00064,3,605.62,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000215,O000087,P00010,2,14694.37,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000216,O000087,P00070,3,2586.86,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000217,O000087,P00061,1,983.24,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000218,O000087,P00024,2,661.99,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000219,O000088,P00067,2,3120.12,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000220,O000089,P00033,4,3874.45,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000221,O000090,P00031,4,9096.12,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000222,O000091,P00006,5,15242.13,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000223,O000092,P00021,1,15831.58,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000224,O000092,P00064,3,605.62,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000225,O000093,P00017,4,7245.98,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000226,O000094,P00003,4,3596.33,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000227,O000094,P00089,2,5537.28,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000228,O000095,P00070,3,2586.86,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000229,O000095,P00045,3,5431.46,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000230,O000096,P00070,1,2586.86,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000231,O000096,P00047,5,7255.75,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000232,O000096,P00059,2,15594.5,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000233,O000097,P00025,5,8564.03,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000234,O000097,P00068,3,7242.25,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000235,O000097,P00088,3,11981.85,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000236,O000097,P00064,5,605.62,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000237,O000098,P00025,4,8564.03,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000238,O000098,P00013,5,15087.03,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000239,O000098,P00005,5,10898.5,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000240,O000098,P00074,3,7723.94,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000241,O000099,P00060,1,10636.45,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000242,O000100,P00107,3,3734.57,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000243,O000101,P00025,5,8564.03,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000244,O000101,P00068,2,7242.25,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000245,O000101,P00085,5,9236.97,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000246,O000101,P00032,1,2972.8,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000247,O000102,P00071,5,12968.25,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000248,O000102,P00052,2,1801.57,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000249,O000103,P00109,4,3646.7,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000250,O000103,P00048,3,11151.18,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000251,O000103,P00053,5,2768.97,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000252,O000104,P00077,2,2192.74,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000253,O000104,P00003,-3,3596.33,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000254,O000104,P00067,2,3120.12,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000255,O000105,P00013,4,15087.03,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000256,O000105,P00005,2,10898.5,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000257,O000106,P00094,3,13171.07,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000258,O000106,P00010,2,14694.37,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000259,O000107,P00094,5,13171.07,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000260,O000108,P00112,2,7810.47,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000261,O000109,P00070,3,2586.86,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000262,O000109,P00073,2,15455.92,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000263,O000109,P00020,4,6822.91,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000264,O000110,P00017,1,7245.98,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000265,O000110,P00044,1,10305.42,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000266,O000111,P00072,5,8945.91,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000267,O000111,P00026,5,4115.14,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000268,O000111,P00063,5,13216.58,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000269,O000111,P00051,1,14130.98,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000270,O000112,P00047,3,7255.75,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000271,O000112,P00045,1,5431.46,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000272,O000112,P00025,2,8564.03,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000273,O000112,P00042,5,11714.53,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000274,O000113,P00020,1,6822.91,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000275,O000113,P00097,1,721.52,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000276,O000113,P00094,5,13171.07,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000277,O000114,P00095,2,11410.2,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000278,O000114,P00069,5,4360.73,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000279,O000115,P00033,2,3874.45,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000280,O000116,P00085,3,9236.97,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000281,O000116,P00110,1,9433.9,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000282,O000116,P00117,4,6333.74,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000283,O000117,P00024,2,661.99,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000284,O000118,P00043,2,3075.89,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000285,O000118,P00063,3,13216.58,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000286,O000118,P00051,3,14130.98,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000287,O000119,P00029,4,9560.81,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000288,O000119,P00020,1,6822.91,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000289,O000119,P00044,5,10305.42,2026-08-09T06:46:32.219973+00:00,order_items.csv
OI0000290,O000120,P00058,2,2681.24,2026-08-09T06:46:32.219973+00:00,order_items.csv
